Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PQ365606,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019068174901_C1_LYO_FRA_29_03_2019,309,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-03-29,2025-07-12,ssRNA(+)
PQ365607,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019012844601_C1_LMG_FRA_26_04_2019,307,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-04-26,2025-07-12,ssRNA(+)
PQ365608,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019213249701_C1_TLN_FRA_26_10_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-10-26,2025-07-12,ssRNA(+)
PQ365609,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019020359701_C1_LMG_FRA_09_07_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-07-09,2025-07-12,ssRNA(+)
PQ365610,Enterovirus A71,Enterovirus alphacoxsackie,,S2_19199268601_C1_LYO_FRA_19_11_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-11-19,2025-07-12,ssRNA(+)
PQ365611,Enterovirus A71,Enterovirus alphacoxsackie,,S2_9061848389_C1_CAE_FRA_28_06_2019,307,partial,France,Homo sapiens,,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-06-28,2025-07-12,ssRNA(+)
PQ365612,Enterovirus A71,Enterovirus alphacoxsackie,,S2_9071873622_C1_CAE_FRA_18_07_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-07-18,2025-07-12,ssRNA(+)
PQ365613,Enterovirus A71,Enterovirus alphacoxsackie,,S2_9081894027_C1_CAE_FRA_01_08_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-08-01,2025-07-12,ssRNA(+)
PQ365614,Enterovirus A71,Enterovirus alphacoxsackie,,S2_0191150541_C1_PAR_FRA_12_06_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-06-12,2025-07-12,ssRNA(+)
PQ365615,Enterovirus A71,Enterovirus alphacoxsackie,,S2_9051796140_C1_CAE_FRA_26_05_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-05-26,2025-07-12,ssRNA(+)
PQ365616,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019197996801_C1_ROU_FRA_23_10_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-10-23,2025-07-12,ssRNA(+)
PQ365617,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020022877301_C1_BRE_FRA_03_08_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-08-03,2025-07-12,ssRNA(+)
PQ365618,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020002371301_C1_TLN_FRA_20_12_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-12-20,2025-07-12,ssRNA(+)
PQ365619,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020019116301_C1_BRE_FRA_05_07_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-07-05,2025-07-12,ssRNA(+)
PQ365620,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019128747701_C1_LYO_FRA_20_07_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-07-20,2025-07-12,ssRNA(+)
PQ365621,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019197924801_C1_TLN_FRA_03_11_2019,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-11-03,2025-07-12,ssRNA(+)
PQ365622,Enterovirus A71,Enterovirus alphacoxsackie,,S2_0190812035701_C1_NCE_FRA_10_08_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-08-10,2025-07-12,ssRNA(+)
PQ365623,Enterovirus A71,Enterovirus alphacoxsackie,,S2_230027241401_C1_VER_FRA_24_11_2022,307,partial,France,Homo sapiens,blood,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-11-24,2025-07-12,ssRNA(+)
PQ365624,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019198199001_C1_DIJ_FRA_29_10_2019,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-10-29,2025-07-12,ssRNA(+)
PQ365625,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022130308101_C1_LYO_FRA_29_07_2022,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-07-29,2025-07-12,ssRNA(+)
PQ365626,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020191180401_C1_DIJ_FRA_01_11_2020,307,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2020-11-01,2025-07-12,ssRNA(+)
PQ365627,Enterovirus A71,Enterovirus alphacoxsackie,,S2_021121590401_C1_LYO_FRA_05_07_2021,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2021-07-05,2025-07-12,ssRNA(+)
PQ365628,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019135683001_C1_LIL_FRA_21_07_2019,311,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-07-21,2025-07-12,ssRNA(+)
PQ365629,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019181678301_C1_LYO_FRA_05_10_2019,311,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-10-05,2025-07-12,ssRNA(+)
PQ365630,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020023075501_C1_BRE_FRA_02_11_2019,307,partial,France,Homo sapiens,urine,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-11-02,2025-07-12,ssRNA(+)
PQ365631,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019177905301_C1_ROU_FRA_23_08_2019,311,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-08-23,2025-07-12,ssRNA(+)
PQ365632,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019080238901_C1_LYO_FRA_02_05_2019,266,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-05-02,2025-07-12,ssRNA(+)
PQ365633,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020023210101_C1_BOR_FRA_06_11_2019,298,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-11-06,2025-07-12,ssRNA(+)
PQ365634,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020023030301_C1_BRE_FRA_12_11_2019,318,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-11-12,2025-07-12,ssRNA(+)
PQ365635,Enterovirus A71,Enterovirus alphacoxsackie,,S2_023029032101_C1_PAR_FRA_24_10_2022,306,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-10-24,2025-07-12,ssRNA(+)
PQ365636,Enterovirus A71,Enterovirus alphacoxsackie,,S2_01905250294_C1_NCE_FRA_24_05_2019,289,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-05-24,2025-07-12,ssRNA(+)
PQ365637,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022180488801_C1_LIL_FRA_21_10_2022,265,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-10-21,2025-07-12,ssRNA(+)
PQ365638,Enterovirus A71,Enterovirus alphacoxsackie,,S2_230035436202_C1_CLF_FRA_21_072023,292,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2023-07-21,2025-07-12,ssRNA(+)
PQ365639,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022211648301_C1_LYO_FRA_19_12_2022,241,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-12-19,2025-07-12,ssRNA(+)
PQ365640,Enterovirus A71,Enterovirus alphacoxsackie,,S2_023004107401_C1_LYO_FRA_30_10_2022,326,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-10-30,2025-07-12,ssRNA(+)
PQ365641,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022217761901_C1_LIL_FRA_30_11_2022,317,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-11-30,2025-07-12,ssRNA(+)
PQ365642,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019141207201_C1_GRE_FRA_26_04_2019,293,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-04-26,2025-07-12,ssRNA(+)
PQ365643,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019218788101_C1_TRS_FRA_23_10_2019,234,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-10-23,2025-07-12,ssRNA(+)
PQ365644,Enterovirus A71,Enterovirus alphacoxsackie,,S2_021170633801_C1_PAR_FRA_09_08_2021,307,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2021-08-09,2025-07-12,ssRNA(+)
PQ365645,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019068171701_C1_LYO_FRA_26_03_2019,287,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-03-26,2025-07-12,ssRNA(+)
PQ365646,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022297029801_C1_NTE_FRA_23_10_2022,278,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-10-23,2025-07-12,ssRNA(+)
PQ365647,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019062621301_C1_LYO_FRA_06_04_2019,310,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-04-04,2025-07-12,ssRNA(+)
PQ365648,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019062621301_C1_LYO_FRA_04_04_2019,310,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-04-04,2025-07-12,ssRNA(+)
PQ365649,Enterovirus A71,Enterovirus alphacoxsackie,,S2_020094397001_C1_BOR_FRA_20_01_2020,307,partial,France,Homo sapiens,,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2020-01-20,2025-07-12,ssRNA(+)
PQ365650,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019155908201_C1_LYO_FRA_10_09_2019,228,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2020-01-20,2025-07-12,ssRNA(+)
PQ365651,Enterovirus A71,Enterovirus alphacoxsackie,,S2_023049604701_C1_LYO_FRA_2280382023,585,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2023-03-22,2025-07-12,ssRNA(+)
PQ365652,Enterovirus A71,Enterovirus alphacoxsackie,,S2_023029037901_C1_PAR_FRA_26_10_2022,213,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-10-26,2025-07-12,ssRNA(+)
PQ365653,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022168070501_C1_STE_FRA_15_08_2022,268,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-08-15,2025-07-12,ssRNA(+)
PQ365654,Enterovirus A71,Enterovirus alphacoxsackie,,S2_022308237301_C1_NTE_FRA_04_11_2022,105,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2022-11-04,2025-07-12,ssRNA(+)
PQ365655,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019184050601_C1_NTE_FRA_03_07_2019,206,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-07-03,2025-07-12,ssRNA(+)
PQ365656,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019026136801_C1_TRS_FRA_30_01_2019,311,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-01-30,2025-07-12,ssRNA(+)
PQ365657,Enterovirus A71,Enterovirus alphacoxsackie,,S2_0190825708_C1_LYO_FRA_24_04_2019,299,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-04-24,2025-07-12,ssRNA(+)
PQ365658,Enterovirus A71,Enterovirus alphacoxsackie,,S2_019058795801_C2_LYO_FRA_14_03_2019,311,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L., Jeannoel,M., Schuffenecker,I., Semanas,Q., Oblette,A.",2019-03-14,2025-07-12,ssRNA(+)
PV855232,Enterovirus A71,Enterovirus alphacoxsackie,,W172,351,partial,Kenya,Homo sapiens,oronasopharynx,"Oguzie,J.U.",2022-02-09,2025-07-07,ssRNA(+)
PV797355,Enterovirus A71,Enterovirus alphacoxsackie,,NIPB:RLR88,314,partial,"China: Yunnan, Ruili",Homo sapiens,blood,"Yang,F., Hu,Y., Chen,M., Kang,Y.",2017,2025-07-02,ssRNA(+)
PQ612463,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71_240003293102_FRA23,7391,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Bailly,J.-L., Henquell,C.",2023-11-26,2025-06-01,ssRNA(+)
PQ612464,Enterovirus A71,Enterovirus alphacoxsackie,,EVA71_240029992801_FRA24,7400,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Bailly,J.-L., Henquell,C.",2024-06-20,2025-06-01,ssRNA(+)
PH487661,Enterovirus A71,Enterovirus alphacoxsackie,,,537,partial,,,,"Shattock,R., Mckay,P., Watson,M., Harper,E.",,2025-05-28,ssRNA(+)
PH487673,Enterovirus A71,Enterovirus alphacoxsackie,,,450,partial,,,,"Shattock,R., Mckay,P., Watson,M., Harper,E.",,2025-05-28,ssRNA(+)
PH487688,Enterovirus A71,Enterovirus alphacoxsackie,,,549,partial,,,,"Shattock,R., Mckay,P., Watson,M., Harper,E.",,2025-05-28,ssRNA(+)
PQ868591,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0087-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868592,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0279-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868593,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0617-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868594,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0955-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868595,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0960-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868596,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-1301-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868597,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-1377-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868598,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0598-TW12,7415,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868599,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0079-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
PQ868600,Enterovirus A71,Enterovirus alphacoxsackie,B5,B5-0239-TW12,7413,complete,Taiwan,Homo sapiens,,"Shen,C.Y., Cheng,D., Hsueh,C.H., Ruan,J.W., Wang,J.R., Shen,C.-Y., Hsueh,C.-H., Wang,J.-R.",2012,2025-05-04,ssRNA(+)
OR538742,Enterovirus A71,Enterovirus alphacoxsackie,,65563RJ-22-BR,512,partial,Brazil,Homo sapiens,feces,"Sauthier,J.T., da Silva,E.E.",2022,2025-05-01,ssRNA(+)
OR538746,Enterovirus A71,Enterovirus alphacoxsackie,,63046RJ-22-BR,505,partial,Brazil,Homo sapiens,feces,"Sauthier,J.T., da Silva,E.E.",2022,2025-05-01,ssRNA(+)
OR538754,Enterovirus A71,Enterovirus alphacoxsackie,,65089RJ-22-BR,217,partial,Brazil,Homo sapiens,feces,"Sauthier,J.T., da Silva,E.E.",2022,2025-05-01,ssRNA(+)
OR538758,Enterovirus A71,Enterovirus alphacoxsackie,,64733RJ-22-BR,412,partial,Brazil,Homo sapiens,feces,"Sauthier,J.T., da Silva,E.E.",2022,2025-05-01,ssRNA(+)
LC865981,Enterovirus A71,Enterovirus alphacoxsackie,,C081-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865982,Enterovirus A71,Enterovirus alphacoxsackie,,C084-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865983,Enterovirus A71,Enterovirus alphacoxsackie,,C085-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865984,Enterovirus A71,Enterovirus alphacoxsackie,,C107-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865985,Enterovirus A71,Enterovirus alphacoxsackie,,C131-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865986,Enterovirus A71,Enterovirus alphacoxsackie,,C132-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865987,Enterovirus A71,Enterovirus alphacoxsackie,,C185-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865988,Enterovirus A71,Enterovirus alphacoxsackie,,C217-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865989,Enterovirus A71,Enterovirus alphacoxsackie,,G081-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865990,Enterovirus A71,Enterovirus alphacoxsackie,,P311-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
LC865991,Enterovirus A71,Enterovirus alphacoxsackie,,R023-YN-CHN-2023-EV-A71,891,partial,China:Yunnan,,feces,"Bingjun,T., Jianping,C.",2023,2025-04-16,ssRNA(+)
PQ284300,Enterovirus A71,Enterovirus alphacoxsackie,,,7407,partial,France,Homo sapiens,,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2018-05-30,2025-04-12,ssRNA(+)
PQ284301,Enterovirus A71,Enterovirus alphacoxsackie,,,891,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2019-08-02,2025-04-12,ssRNA(+)
PQ284302,Enterovirus A71,Enterovirus alphacoxsackie,,,891,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2016-06-12,2025-04-12,ssRNA(+)
PQ284303,Enterovirus A71,Enterovirus alphacoxsackie,,,266,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2022-02-23,2025-04-12,ssRNA(+)
PQ284304,Enterovirus A71,Enterovirus alphacoxsackie,,,296,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2016-07-08,2025-04-12,ssRNA(+)
PQ284305,Enterovirus A71,Enterovirus alphacoxsackie,,,235,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2022-03-08,2025-04-12,ssRNA(+)
PQ284306,Enterovirus A71,Enterovirus alphacoxsackie,,,860,partial,France,Homo sapiens,feces,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2022-03-09,2025-04-12,ssRNA(+)
PQ284307,Enterovirus A71,Enterovirus alphacoxsackie,,,267,partial,France,Homo sapiens,cerebrospinal fluid,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2022-06-21,2025-04-12,ssRNA(+)
PQ284308,Enterovirus A71,Enterovirus alphacoxsackie,,,278,partial,France,Homo sapiens,oronasopharynx,"Bisseux,M., Mirand,A., Henquell,C., Bailly,J.-L.",2022-09-28,2025-04-12,ssRNA(+)
